city,latitude,longitude,temperature,humidity,cloudiness,wind speed,country,date
pizarro,4.9533,-77.366,76.66,89,88,1.57,CO,1611644435
puerto rondon,6.2805,-71.1,74.17,72,94,6.98,CO,1611644435
raquira,5.5379,-73.632,53.22,78,97,4.54,CO,1611644435
repelon,10.4919,-75.1292,73.76,79,95,1.03,CO,1611644436
riosucio,5.4216,-75.7032,57.63,94,6,0.81,CO,1611644436
valencia,39.3333,-0.8333,48.99,93,20,4.61,ES,1611644436
vergara,-32.9333,-53.95,68.92,86,0,3.65,UY,1611644436
zipacon,4.7588,-74.3802,49.32,100,98,4.74,CO,1611644436
lapithos,35.3375,33.1792,46.4,93,75,9.71,CY,1611644436
paralimni,35.0375,33.9833,61.0,94,40,2.3,CY,1611644436
blovice,49.5822,13.5401,26.6,93,90,8.05,CZ,1611644436
cerna hora,49.4136,16.5814,30.0,63,47,8.05,CZ,1611644437
jindrichuv hradec,49.144,15.003,26.01,94,66,7.27,CZ,1611644437
lesna,51.0243,15.2641,28.0,83,94,4.0,PL,1611644437
libochovice,50.4063,14.0444,28.0,86,100,1.01,CZ,1611644437
nova paka,50.4945,15.515,24.01,94,59,4.45,CZ,1611644437
opatovice nad labem,50.1454,15.7905,28.99,86,0,10.36,CZ,1611644437
blumberg,47.8406,8.5333,30.0,91,39,3.0,DE,1611644437
falkensee,52.5667,13.0833,32.0,98,43,4.79,DE,1611644438
gundelfingen,48.05,7.8667,34.0,83,100,7.0,DE,1611644438
hochheim,50.3667,10.45,32.0,90,100,8.99,DE,1611644438
ismaning,48.2174,11.6629,30.2,80,20,14.97,DE,1611644438
korbach,51.2756,8.873,35.6,93,75,6.91,DE,1611644438
kothen,51.75,11.9667,32.0,93,99,1.01,DE,1611644438
lindlar,51.0196,7.3776,36.0,87,75,13.8,DE,1611644438
meitingen,48.55,10.85,30.2,80,90,16.11,DE,1611644439
miltenberg,49.7039,9.2644,33.01,85,100,1.99,DE,1611644439
ruthen,51.4909,8.436,37.0,87,90,11.5,DE,1611644439
schwalmtal,51.2167,6.2667,37.99,93,75,8.05,DE,1611644439
stein,49.4167,11.0167,30.99,93,75,6.91,DE,1611644439
taucha,51.3833,12.4833,30.99,93,75,9.22,DE,1611644439
wiesloch,49.2978,8.7014,37.0,98,100,5.99,DE,1611644439
wulfrath,51.2833,7.05,37.99,93,75,17.27,DE,1611644440
grindsted,55.754,8.9123,30.0,100,75,1.14,DK,1611644440
holeby,54.7115,11.4642,36.0,93,88,1.01,DK,1611644440
norre alslev,54.8978,11.8841,36.0,93,94,1.01,DK,1611644440
tinglev,54.931,9.2524,30.2,100,0,9.22,DK,1611644440
vestbjerg,57.1317,9.9594,28.4,100,86,2.91,DK,1611644440
viby,55.5487,12.0239,32.0,100,75,3.44,DK,1611644440
celica,-4.1167,-79.95,59.29,100,100,1.79,EC,1611644441
gualaceo,-2.9,-78.7833,55.72,77,100,0.27,EC,1611644441
pedernales,18.0384,-71.744,74.46,57,0,3.09,DO,1611644441
jarva-jaani,59.0386,25.8864,31.01,99,100,6.24,EE,1611644441
johvi,59.3592,27.4211,34.92,98,100,8.34,EE,1611644441
kambja,58.2335,26.696,33.01,100,90,4.61,EE,1611644441
saue,59.3203,24.5525,32.0,93,75,2.3,EE,1611644441
huescar,37.811,-2.5412,53.01,83,100,4.9,ES,1611644442
mieres,43.25,-5.7667,51.01,68,93,4.94,ES,1611644442
navalcarnero,40.2891,-4.012,54.0,100,90,8.05,ES,1611644442
nerja,36.7585,-3.8873,62.01,68,3,5.01,ES,1611644443
palma del rio,37.7002,-5.2812,57.2,100,90,6.91,ES,1611644443
santona,43.4439,-3.4576,43.0,100,40,6.78,ES,1611644443
tarazona,41.9,-1.7333,43.0,100,100,2.3,ES,1611644443
adet,11.2644,37.4888,68.99,44,0,7.34,ET,1611644443
hanko,59.8333,22.95,33.01,90,100,5.01,FI,1611644443
chateauroux,46.8167,1.7,26.6,100,100,3.44,FR,1611644443
ivry-sur-seine,48.8157,2.3849,32.0,86,40,6.91,FR,1611644362
la queue-en-brie,48.7852,2.5811,32.0,86,40,6.91,FR,1611644444
le bourget,48.9341,2.4358,35.01,93,0,5.84,FR,1611644444
mennecy,48.569,2.4438,32.0,86,75,8.05,FR,1611644444
millau,44.0833,2.9167,26.01,79,0,1.14,FR,1611644444
nancy,48.6667,6.1667,32.0,86,0,8.05,FR,1611644444
rognac,43.4876,5.2339,39.2,65,0,20.71,FR,1611644444
thonon-les-bains,46.25,6.5,28.99,74,40,2.3,FR,1611644445
bletchley,51.9933,-0.7347,33.01,92,100,1.99,GB,1611644445
douglas,41.3,-96.167,19.99,93,90,16.11,US,1611644445
earlston,55.6386,-2.675,34.0,90,100,4.85,GB,1611644445
eccles,53.4833,-2.3333,34.0,86,40,3.44,GB,1611644445
fenwick,53.6387,-1.0976,33.01,93,93,6.91,GB,1611644445
high wycombe,51.6291,-0.7493,34.0,87,100,5.93,GB,1611644445
newport,51.5877,-2.9984,37.0,95,100,10.74,GB,1611644446
pontypool,51.7011,-3.0444,36.0,95,100,7.11,GB,1611644446
ryde,50.73,-1.1621,35.01,93,20,2.3,GB,1611644446
saint andrews,34.0454,-81.1293,55.4,100,75,10.58,US,1611644446
tobermory,45.2501,-81.6665,28.4,69,100,8.05,CA,1611644446
khoni,42.3226,42.4206,50.0,34,0,10.36,GE,1611644446
zugdidi,42.5088,41.8709,50.0,34,0,10.36,GE,1611644447
begoro,6.3871,-0.3774,69.91,86,67,0.98,GH,1611644447
salaga,8.5508,-0.5188,72.95,52,83,4.29,GH,1611644321
shama,33.6102,104.2852,37.33,67,83,6.2,CN,1611644447
ambelokipoi,37.7667,20.8667,59.0,51,75,14.97,GR,1611644448
ayios thomas,38.2814,23.5882,55.99,59,100,3.0,GR,1611644448
eresos,39.1667,25.9333,59.0,77,40,19.57,GR,1611644448
kalambaka,39.7044,21.6269,44.6,70,75,2.64,GR,1611644448
kambi,39.2177,20.8998,53.6,87,90,6.91,GR,1611644448
makrinitsa,39.4,22.9833,46.4,76,40,4.61,GR,1611644449
nea iraklitsa,40.8644,24.3158,51.01,81,40,5.75,GR,1611644449
pagouria,41.0291,25.3184,50.0,87,40,3.44,GR,1611644449
psikhikon,41.0,23.6333,46.0,58,100,5.01,GR,1611644450
sofikon,37.8,23.05,57.0,81,20,16.75,GR,1611644450
souroti,40.4727,23.092,55.99,62,20,14.97,GR,1611644450
el rodeo,14.9167,-91.9667,62.01,76,0,4.88,GT,1611644450
quezaltepeque,13.835,-89.2744,71.6,88,0,2.3,SV,1611644450
san benito,36.6166,-121.0844,37.0,71,13,1.99,US,1611644450
skeldon,5.8833,-57.1333,73.58,90,94,6.22,GY,1611644451
el rancho,14.6833,-87.5,61.93,95,57,3.27,HN,1611644451
lamani,14.2,-87.6167,68.0,83,75,2.3,HN,1611644451
proteccion,15.0333,-88.65,61.14,97,0,2.28,HN,1611644451
punuare,14.7333,-85.9667,69.8,94,75,5.06,HN,1611644451
san jeronimo,-11.9472,-75.2829,49.21,75,100,1.32,PE,1611644451
yuscaran,13.9333,-86.85,68.0,83,75,2.3,HN,1611644451
sinj,43.7036,16.6394,41.0,48,20,14.97,HR,1611644452
jeremie,18.65,-74.1167,74.01,74,3,3.11,HT,1611644452
akaszto,46.6917,19.2042,33.01,93,0,9.22,HU,1611644452
band,46.5833,24.3833,30.2,93,75,0.54,RO,1611644452
biharnagybajom,47.2167,21.2333,34.0,93,90,2.3,HU,1611644452
bugac,46.687,19.6807,33.01,93,0,9.22,HU,1611644452
fehervarcsurgo,47.2935,18.2646,30.2,86,0,11.5,HU,1611644452
kecel,46.5253,19.2519,33.01,93,0,9.22,HU,1611644453
nyiracsad,47.6033,21.9721,33.8,93,90,2.3,HU,1611644453
simontornya,46.7546,18.5549,32.4,91,100,15.48,HU,1611644453
villany,45.8689,18.4539,33.8,80,0,10.36,HU,1611644453
ambarawa,-7.2633,110.3975,84.2,74,20,10.36,ID,1611644453
depok,-6.4,106.8186,93.99,89,40,9.22,ID,1611644264
jogonalan,-7.7036,110.5361,85.1,67,100,12.35,ID,1611644453
kaliwungu,-6.9615,110.2531,84.2,74,20,10.36,ID,1611644454
paciran,-6.8767,112.3761,84.63,71,94,8.7,ID,1611644454
palu,-0.8917,119.8707,86.77,54,87,4.16,ID,1611644454
newcastle,-32.9272,151.7765,100.0,38,0,12.66,AU,1611644320
adoni,15.6333,77.2833,87.75,24,0,7.92,IN,1611644455
antu,26.05,81.9167,68.97,32,0,5.95,IN,1611644455
badnawar,23.0167,75.2167,62.6,48,0,6.91,IN,1611644455
balaghat,21.8,80.1833,84.61,20,0,5.77,IN,1611644455
baloda,22.15,82.4833,82.11,31,0,3.56,IN,1611644455
bansi,27.1833,82.9333,70.11,35,0,7.0,IN,1611644456
barakpur,22.7614,88.3719,68.0,77,40,3.44,IN,1611644456
bhor,18.1667,73.85,85.24,26,20,2.24,IN,1611644375
bilaspur,22.0833,82.15,80.71,31,0,5.12,IN,1611644243
chalala,21.4167,71.1667,79.92,15,0,9.62,IN,1611644456
chopan,24.5167,83.0333,75.11,31,0,5.37,IN,1611644456
dahanu,19.9667,72.7333,78.84,29,0,10.96,IN,1611644456
dalsingh sarai,25.6667,85.8333,72.37,30,0,6.11,IN,1611644457
deolali,19.95,73.8333,82.35,24,2,5.1,IN,1611644457
dhekiajuli,26.7,92.5,76.98,39,0,2.73,IN,1611644457
dumka,24.2667,87.25,76.77,23,0,8.77,IN,1611644457
erattupetta,9.7,76.7833,87.8,37,1,3.44,IN,1611644457
kiri buru,22.0833,85.35,83.82,35,11,1.92,IN,1611644457
kottapalli,18.4833,79.1,89.11,30,0,4.29,IN,1611644457
madukkur,10.4833,79.4,81.84,61,81,9.98,IN,1611644457
mau,25.95,83.55,70.75,36,0,7.07,IN,1611644458
melukote,12.6589,76.6506,80.6,44,0,2.3,IN,1611644458
nalagarh,31.05,76.7167,68.2,28,0,6.11,IN,1611644458
nandigama,16.7833,80.3,87.8,48,0,2.3,IN,1611644457
patti,31.2808,74.8572,62.6,59,0,4.61,IN,1611644459
pauri,30.15,78.7833,62.82,27,0,5.19,IN,1611644459
pavagada,14.1,77.2667,84.29,15,84,10.0,IN,1611644459
pudur,13.0,79.15,84.51,35,0,7.78,IN,1611644459
queula,15.3833,73.9667,86.0,42,0,6.91,IN,1611644459
renukut,24.2,83.0333,73.36,33,0,5.86,IN,1611644459
samana,19.2056,-69.3369,73.09,87,50,7.2,DO,1611644460
sanaur,30.3025,76.4553,67.68,31,0,7.9,IN,1611644460
sherkot,29.35,78.5833,69.98,34,0,6.4,IN,1611644460
sitamau,24.0167,75.35,69.22,24,0,8.7,IN,1611644460
sonepur,20.8333,83.9167,87.71,30,0,2.37,IN,1611644460
sumbal,34.2333,74.6333,27.14,92,0,1.79,IN,1611644460
taki,22.5861,88.9214,68.0,77,40,3.44,IN,1611644460
tasgaon,17.0333,74.6,84.13,27,0,2.51,IN,1611644461
valpoi,15.5305,74.1356,86.0,42,0,6.91,IN,1611644461
wanparti,16.3667,78.0667,87.3,25,0,5.53,IN,1611644461
naqadeh,36.9553,45.388,33.03,82,76,1.48,IR,1611644461
anagni,41.7447,13.1527,37.4,81,20,11.5,IT,1611644461
carbonera,45.6806,12.2883,34.0,86,0,2.3,IT,1611644461
caserta,41.0832,14.3349,43.0,81,20,9.62,IT,1611644462
limbiate,45.5968,9.129,36.0,42,0,6.33,IT,1611644462
motta di livenza,45.7781,12.6028,32.0,91,0,2.77,IT,1611644462
narni,42.5171,12.5231,37.99,69,0,5.01,IT,1611644462
occhiobello,44.9207,11.5802,32.0,80,0,7.38,IT,1611644462
parma,44.8027,10.329,34.0,83,0,4.92,IT,1611644407
taurisano,39.9566,18.2141,53.6,87,40,6.91,IT,1611644462
urbino,43.7298,12.6356,36.0,86,0,3.44,IT,1611644463
vercelli,45.3231,8.4153,32.0,69,0,4.41,IT,1611644463
yarqa,31.9785,35.6947,41.0,81,93,2.3,JO,1611644463
ebetsu,43.1081,141.5506,30.99,86,75,18.41,JP,1611644463
ise,34.4833,136.7,50.0,66,75,4.61,JP,1611644463
kashihara,34.509,135.7929,64.4,48,75,9.22,JP,1611644463
muroto,33.2833,134.15,60.8,88,75,25.32,JP,1611644333
nakatsu,33.5981,131.1883,51.8,93,75,6.91,JP,1611644461
obama,35.4958,135.746,55.0,74,100,4.0,JP,1611644464
toba,34.4833,136.85,57.99,66,75,4.61,JP,1611644464
toyota,35.0833,137.15,57.0,59,100,6.98,JP,1611644402
karaton,-6.3424,106.1045,93.99,66,40,16.11,ID,1611644465
beirut,33.8889,35.4944,51.01,52,78,3.29,LB,1611644465
kalmunai,7.4167,81.8167,79.63,68,98,13.09,LK,1611644465
kilinochchi,9.3961,80.3982,80.83,62,100,10.85,LK,1611644367
garliava,54.8167,23.8667,32.0,93,90,6.91,LT,1611644465
neringa,55.3719,21.0647,35.6,80,75,13.42,LT,1611644465
bech-kleinmacher,49.5308,6.355,32.0,86,75,14.97,LU,1611644465
differdange,49.5242,5.8914,32.0,91,75,5.01,LU,1611644466
hautcharage,49.5775,5.9108,32.0,85,76,3.0,LU,1611644466
helmsange,49.6528,6.1414,33.01,86,75,14.97,LU,1611644466
salaspils,56.8601,24.3654,33.8,93,90,11.5,LV,1611644466
jalu,29.0331,21.5482,60.35,31,0,10.92,LY,1611644466
ocnita,44.9833,25.55,32.0,91,100,1.01,RO,1611644466
dobrusevo,41.1686,21.4825,46.0,87,90,2.3,MK,1611644466
radovis,41.6383,22.4647,48.0,57,100,8.01,MK,1611644466
star dojran,41.1875,22.7208,55.99,69,100,4.0,MK,1611644467
koulikoro,14.0,-7.75,60.4,24,42,8.7,ML,1611644467
myingyan,21.4667,95.3833,86.0,39,0,3.44,MM,1611644467
kercem,36.0419,14.2267,57.99,88,20,8.05,MT,1611644467
san gwann,35.9056,14.4761,57.99,88,20,8.05,MT,1611644467
camp thorel,-20.2147,57.6161,86.0,58,20,9.22,MU,1611644467
curepipe,-20.3147,57.5203,86.0,58,20,9.22,MU,1611644468
petite riviere,-20.1894,57.4453,86.0,58,20,9.22,MU,1611644468
nkhata bay,-11.6066,34.2907,72.79,80,100,1.86,MW,1611644468
acuitzio,20.345,-101.9771,51.89,57,0,1.14,MX,1611644468
antunez,19.0167,-102.2,70.84,64,0,2.37,MX,1611644469
atequiza,20.4,-103.1333,59.0,50,1,5.75,MX,1611644469
chapulco,18.6083,-97.4167,56.89,56,0,4.5,MX,1611644469
cuencame,24.8711,-103.6964,51.3,43,100,7.4,MX,1611644469
homun,20.7333,-89.2833,73.0,94,76,7.43,MX,1611644469
mexticacan,21.2654,-102.7798,55.51,45,5,2.8,MX,1611644469
nogales,31.3086,-110.9422,39.0,75,20,16.11,MX,1611644214
orizaba,18.85,-97.1,65.23,46,12,6.15,MX,1611644470
san felipe del progreso,19.7128,-99.9519,52.0,82,0,2.08,MX,1611644470
tecpan,14.7623,-90.9947,59.0,94,1,2.13,GT,1611644470
sabak,3.7675,100.9875,87.8,74,20,3.44,MY,1611644470
senai,1.5937,103.6482,93.0,55,20,6.91,MY,1611644470
kagoro,9.6,8.3833,70.65,22,95,5.44,NG,1611644470
olupona,7.6,4.1833,72.59,85,66,1.66,NG,1611644470
zaria,11.1113,7.7227,64.67,24,99,9.01,NG,1611644471
san jorge,-31.8962,-61.8598,73.99,77,35,1.99,AR,1611644471
bergschenhoek,51.99,4.4986,41.0,93,75,11.5,NL,1611644471
dordrecht,51.81,4.6736,39.99,90,55,7.0,NL,1611644471
veghel,51.6,5.5333,37.99,93,75,13.8,NL,1611644471
gullhaug,59.5,10.25,17.01,10,0,4.38,NO,1611644471
larkollen,59.3339,10.6656,19.0,86,0,3.44,NO,1611644471
lillehammer,61.1146,10.4674,12.67,84,0,5.39,NO,1611644472
manaia,-39.55,174.1333,66.99,82,0,1.99,NZ,1611644472
mapua,-41.25,173.1,73.99,61,0,0.96,NZ,1611644472
alanje,8.4,-82.55,74.01,76,6,3.53,PA,1611644472
las lomas,8.4333,-82.4,73.58,74,5,3.51,PA,1611644472
chongoyape,-6.6406,-79.3892,75.07,62,53,1.7,PE,1611644472
juliaca,-15.5,-70.1333,45.81,77,100,3.36,PE,1611644472
oxapampa,-10.5775,-75.4017,57.33,88,100,2.62,PE,1611644473
afaahiti,-17.75,-149.2833,82.4,57,40,5.75,PF,1611644473
abra de ilog,13.4437,120.7291,85.73,58,100,10.11,PH,1611644473
aggugaddan,17.7054,121.8107,80.38,78,100,6.49,PH,1611644474
agno,45.9833,8.85,32.0,80,0,1.14,CH,1611644474
alabat,14.1028,122.0153,80.56,83,93,16.35,PH,1611644474
allen,41.0706,-85.0144,32.0,86,90,20.71,US,1611644474
baculongan,16.8,120.8333,63.18,100,100,1.77,PH,1611644474
balas,15.0335,120.6059,84.99,74,40,12.66,PH,1611644474
balinsasayao,10.6815,124.9594,83.32,67,100,3.87,PH,1611644474
ballesteros,18.4126,121.5152,76.26,86,81,15.17,PH,1611644475
bocaue,14.7997,120.9269,86.0,70,75,6.91,PH,1611644475
bonbon,10.2245,123.5573,87.8,55,40,13.8,PH,1611644476
bugaan,14.0399,120.9361,86.0,70,75,6.91,PH,1611644476
bulacnin,13.9858,121.1411,86.0,76,100,4.94,PH,1611644476
bulata,9.8599,122.4016,82.27,67,9,15.32,PH,1611644476
cabilauan,10.8922,122.6592,82.42,70,76,13.76,PH,1611644476
cabra,37.4725,-4.4421,55.4,100,90,6.91,ES,1611644476
cagmanaba,13.055,123.2971,83.34,66,100,3.09,PH,1611644476
camaley,15.9966,120.3017,82.18,78,100,3.02,PH,1611644478
cawayan,9.9718,122.6249,81.25,70,39,15.14,PH,1611644478
dancalan,9.9821,122.7386,81.18,71,74,14.7,PH,1611644478
dimataling,7.5344,123.3738,85.08,68,97,1.74,PH,1611644478
goa,15.3333,74.0833,86.0,42,0,6.91,IN,1611644403
haguimit,10.4008,123.0186,84.02,59,63,6.6,PH,1611644478
irasan,8.526,123.206,82.27,72,81,11.95,PH,1611644479
japitan,10.1279,123.5035,87.8,55,40,13.8,PH,1611644479
la carlota,10.4233,122.9208,84.25,61,53,11.5,PH,1611644479
la curva,12.4048,121.0459,85.26,64,100,3.18,PH,1611644479
languyan,5.2618,120.0807,82.98,76,99,8.01,PH,1611644480
libacao,10.1825,122.9158,83.98,62,97,9.19,PH,1611644480
lloren,16.3331,120.4329,80.76,79,85,4.27,PH,1611644480
mabini,15.6,120.9833,80.94,80,94,6.49,PH,1611644480
mailag,7.9703,125.1375,86.29,54,100,7.11,PH,1611644480
manuangan,7.2769,124.4044,89.74,52,7,1.1,PH,1611644480
maquiapo,14.9852,120.5589,84.99,74,40,12.66,PH,1611644480
marawi,7.9986,124.2928,82.0,81,90,5.99,PH,1611644481
minapan,6.815,124.8586,89.04,56,18,1.9,PH,1611644481
oracon,10.4782,122.5839,81.41,67,16,17.29,PH,1611644481
pag-asa,7.5756,125.6839,87.8,58,40,9.22,PH,1611644482
palkan,6.2964,125.0317,82.36,59,63,3.4,PH,1611644482
punta,8.9897,125.34,82.62,76,66,8.25,PH,1611644482
san agustin,20.5333,-103.4667,59.0,50,1,5.75,MX,1611644482
san dionisio,12.7602,-85.8502,67.35,91,35,5.26,NI,1611644482
san jose,37.3394,-121.895,45.0,65,20,12.66,US,1611644255
san miguel,13.4833,-88.1833,72.73,73,0,1.81,SV,1611644482
san vicente,-26.6167,-54.1333,65.28,100,55,4.07,AR,1611644483
san vicente,-26.6167,-54.1333,65.28,100,55,4.07,AR,1611644483
silae,8.1589,125.2825,83.35,58,98,5.97,PH,1611644483
silvino lobos,12.3,124.8333,83.21,64,100,6.46,PH,1611644484
sinait,17.8664,120.4583,86.0,70,40,16.11,PH,1611644484
tandoc,15.9667,120.3333,82.36,78,100,3.11,PH,1611644484
tayug,16.0274,120.7434,81.7,76,98,1.72,PH,1611644484
telbang,16.1722,120.0592,83.39,73,93,6.22,PH,1611644484
torrijos,39.9819,-4.2835,55.0,87,94,10.96,ES,1611644484
chor,25.5167,69.7667,74.68,16,0,3.47,PK,1611644485
lodhran,29.5405,71.6336,72.9,17,0,6.67,PK,1611644485
mansehra,34.3333,73.2,56.34,34,0,0.94,PK,1611644485
tandlianwala,31.0333,73.1333,70.2,20,0,5.28,PK,1611644485
lezajsk,50.2626,22.4193,32.0,93,90,14.97,PL,1611644485
olesnica,51.2134,17.3899,34.0,87,97,5.99,PL,1611644485
olesno,50.877,18.4209,32.0,88,100,10.58,PL,1611644485
piotrkow trybunalski,51.4055,19.7032,32.0,10,100,15.61,PL,1611644485
armacao de pera,37.1026,-8.357,60.8,100,90,9.22,PT,1611644486
colares,38.7992,-9.4469,60.01,8,100,7.0,PT,1611644486
loule,37.1377,-8.0197,60.8,100,90,9.22,PT,1611644486
oliveira do bairro,40.5146,-8.4939,59.0,95,100,3.62,PT,1611644486
sangalhos,40.4868,-8.4697,59.0,95,100,3.47,PT,1611644486
sobrado,41.2104,-8.4549,57.2,100,75,5.75,PT,1611644486
trafaria,38.6722,-9.2327,60.01,100,75,3.44,PT,1611644486
